tweet,label
"[""I'm a non-impulsive, high IQ Nazi LARPer, thank you very much.""]",0
"msnbc poll!!', ""soros became obama's biggest financial sugar daddy right about time this started to happen..""]",0
"Comparing Pep Guardiola to Goebbels is an exceedingly disgusting banalisation of the Shoah.', 'Goebbels, Propaganda Minister f.",0
"Honestly, there is nothing close to hilarious or funny in this - this is very very sick stuff and should.",0
"George Soros is now trying to eradicate Israel identity.', 'George Soros was also a member of the Nazi youth.', 'Now it all m.",0
".Watching the end of Starship Troopers.', 'Doogie Howser has just turned up in full Nazi regalia.', 'Incredible movie..",0
"Some families have a skeleton in the closet.', 'We had a Nazi flag in the attic..",0
neo-nazi propaganda found in Easter eggs in Missoula #Citizens.,0
Neo-Nazi website Stormfront close to shutting down as founder?s wife tires of paying hate site?s bills.,0
"All Jews in Nazi-occupied Czechoslovakia have been ordered to assemble in their synagogues for a ""census"".', 'In fact, Germa.",0
Police warns metro Atlanta community about planned neo Nazi rally A LIVE report on this story COMING U.,0
"I AM NOT a democrat.', 'I am a social liberal.', 'The Pepe I hav.",0
This is my baby army irl?s first comeback and I?m trying to explain the Euphoria teaser by linking her all the MVs cus it.,0
"SenMajLdr is worried.', '""I hope we can hold the senate..."" Either way you and lyin Ryan.",0
"..BettyAnnRoyal1 .BellaLuna468 .Libslady .Amy.Siskind Oh lord.', 'Seek some serious psychiatric help.', 'I have NO DOUBT y.",0
..christywebs3 .SomeDawson .parieobrien .camilalloyd7 .billboard You are such a rude person ???? do you come on here j.,0
"It?s painful to watch your significant other fall for another man.', 'Especially when he?s clearly more talented than you.",0
" Fuck off and leave him alone.', 'I suggest u leave spoofers alone.",0
".I bought 3 hot dogs from target cafe.', 'Everyone said ?awe you got a snack for your family?? I?m like NO BITCH these.",0
"Louis is a platinum recording solo artist.', 'Let that sink in.Are you ok?', 'Good.', 'some more news.', 'Harry is a platinum selling s.",0
".some girls are testin my patience today!!!!', 'im a crazy bitch i will cut you??.",0
".Drama pt2.', 'She told me about their issues and then accused me of trying to mess up her relationship.', '?? BITCH YALL.",0
" I hate a ?I won?t beg for you to be in my life? ass mf.', 'Like bitch, do you know what effort is?', 'TRYING &amp; BEGGING are comple.",0
.fUCK YOU LOOK SO GOOD.,0
"actual violation when you?re stood there on snapchat waiting for the drop to drop and you?re too early, fuck sake stop reco.",0
"Long distance relationships are so hard, like damn you be feeling lonely as fuck but you?re not really alone but your boo c.",0
Even when you give a fuck you cant give a fuck ....,0
So now she just sent me a Snap and it was a asscheek facing the mirror in the bathroom nude ???????????????????? I?m like FINALLY..,0
".""you gotta be nice to people"" No the fuck I don\'t.",0
"If there's one good thing about what OG are doing, is they're bringing EU masters a fuck ton of publicity, which is going""]",0
.Fuck you and your narrow minded.,0
fuck I love you..,0
".Also, ppl who smoke around kids.', 'Fuck you, dumb ass.",0
".Bruuuuhh I hope one day I can have my dreams pay me instead of working at a fuck as job.', 'Bless up to you man!.",0
" Im not comparing Williamson, Ingraham, or Eriksson to Mlk or the Dixie Chicks.', 'If you believe in you.",0
Fuck you coinbase.,0
".LOL, I literally just chased my dads dog around my house, picked him the fuck up&amp;literally threw him out onto the p.",0
".Fuck yeah it?s snowing in April.', 'My train car smells like vagrant piss, too.', 'Johnny O?Hagans is gone if you need.",0
".Oh my god what the fuck you love Parks&amp;Rec too ??', 'AND you casted all of the nct members perfectly ????', 'I?m ??.",0
That feeling just before he starts to fuck you????.,0
when your sub looks away while you fuck them bc they get so flustered so you grip their face and say ?look at me when im.,0
And if you didn?t fuck all I hope you had a good time.,0
.And that is why I love white girls cause you niggers are desperate as fuck and will try anything.,0
"If I ask you ""Who\'s going?""', ""that means I don't fuck with everyone you deal with.""]",0
 Instead of sitting around all day being mad at me and my truth how about you analyze what it is about me that triggers such.,0
"Bitches need that reason so they won?t look sad, miserable, &amp; obsessed for continuously speaking on you &amp; not receiving a.",0
"Would you like a one night stand?', '?? Single women looking for men ?? Meet and Fuck Tonight !!', '? ?.",0
"2 the ?fans? that gave Mikey a panic attack: Fuck you.', '2 the ?fans? that made Luke so angry he had to yell 2 them for.",0
"things that blow my mind: the fact that you can apparently punch a wall in an American house and it DENTs?', 'like it actually BRE.",0
".Moodys Investors Service - Moodys Assigns Initial Aa3 Rating to Russell County Public Library District, KYs Series.",0
" kys no wonder why you support oders, since you?re putting Anthro soon and removed tix cause all you care about is money so kys.",0
: i love my rich man.,0
"Off to DUBAI !!!', '- 10.",0
Fucking furry kys.,0
"Happy MINGYU's Day? #Happy.MINGYU.Day #SEVENTEEN #MINGYU""]",0
".first int game: i get 2 honors and my mates carry, uhhhhh just kys pls.",0
.fake ass bitch kys ? camille that?s pure flirting how cute xx.,0
".This honestly looks fake, but if you?re a dude and this is how you have to get women please kys.",0
.lemme tell you this sweet mudafaka go kys lol!.,0
".You know those people who think they know everything and when you try have an input, they say yea and disregard it kys ?.",0
If you?re a snitch kys.,0
" Now playing Monster by EXO And yes im dancing like nobody is watching me and I dont care..', 'ENJOY.",0
"you can't kys I love you :( and many people love you""]",0
Kys my childhood was playing with rocks.,0
.HONESTLY be assed with photography kys.,0
"kms= keeping myself safe kys= keep yourself safe no one's dying today *busts out into Staying Alive* .lilashmash""]",0
"MFAO kys.', 'dats why i said its true.', 'L.",0
"Arctic Monkeys & Post Malone released their album dates today, it's a good day""]",0
"Girl are over here saying all men are trash and shit.', 'Well why don?t you stop going after all the guys that only wanna f.",0
"kys monkey boi I'M!"", 'the coolest monkey in the jungle.",0
".I hate the ppl that buy all the totw versions of a card when it gets a power up.', 'Like foreal kys.",0
ThomasSanders: If you Then you don?t love don?t deserve me at my me at my.,0
"The top 1% of KYs will see an average tax cut of $7086.', 'People who make $175000 to $427000 a yr to see an average tax cu.",0
".?Man, you are one pathetic loser!? -I?m Lloyd Christmas bro........new mood..",0
".This guy better be history.', 'Another pathetic loser, should be in prison.",0
.For every pathetic loser out there our nation has produced 3/4 great sons that fill my heart with hope A pleasure t.,0
" You are going to keep track of all .LadyCaramelDXB credit cards and pay off the balance every month.', 'She doesnt ever even wan.",0
"I really think it's crazy how so many people, including Alpha's assume or think that u am Goddess ROXY'S husband or",0
if you come to Toronto I'll show you around so you don't have to wander around aimlessly like a pathetic loser ?,0
 How are any of my comments takin.,0
"My boot hitting you clitty is euphoric!', ""It's as close as you'll get to physical contact with me ?? Everyone: meet glasgow""]",0
.Such a pathetic loser..,0
".Anyone in the Uk to phone me up and help me accept what a total loser I am, I pay you keep me awake, can we make Mo.",0
Honestly I?m so much better then you in every way and that?s why you love me so much so stop admiring my photos from af.,0
".#Findom just woke up in thailand, gf next to me and easy fuck, first thing on my mind is go outside and log on to f.",0
.I?ve been finding people on Facebook groups to trade panini World Cup 2018 stickers with I don?t know what kinda pa.,0
realDonaldTrump What a sorry legacy 45 is going to leave behind when he's voted the worst - most,0
"..seanhannity Lol!', 'An alleged celebrity, .seanhannity, gets a pathetic turnout compared to a bunch of high school.",0
"""I'm a boring pathetic awkward pretentious loser."", 'I hate myself..",0
"realDonaldTrump said Mexico was doing nothing to stop the stream of immigrants.', 'Now .POTUS #DonTheCon?s story i.",0
".Up 7-3 in the 8th.', 'I wish them nothing but ill will.', 'Hate them.', ""They're the Cubs bitch."", ""If you're a white six fan,""]",0
" One thing about me, if I?m ever aiming something directly to a person I?ll say exactly who I?m talking about.', 'I never bee.",0
"TeamKhabib if a group of people were throwing chairs and bike racks at you, regardless o.",0
"Khabib has about 20 Russians with him he doesn?t travel alone.', 'These are tra.",0
".Sleepovers are fun till someone oversleeps and gets in trouble at school.', 'Will you help out .SummerBrooksXXX with a.",0
".The girls quoting this with ""my man can NEVER leave the house wearing this"" are the same girls who tweet ""my man ca.",0
"What are you talking about, he?s running up on a bus full of randoms with a gang of friends like an abso.",0
"When you get home and are surprised with a new toy!!', '???? Feels so fucking good ?? #pussy #vibrator #cum #thirstythursday #ho.",0
"You couldn't even get England to give you permission to have a pussy cat I'd say your constituents in Annan are shafted The jo""]",0
".Why is everyone being such a pussy about this situation?', 'Mcgregor threw something through a window he didn?t detona.",0
" When your #ass and #pussy are begging to be used??Happy #AssWednesday everyone!', 'Looks like my asshole is puckering up and.",0
"OMG .KissaSins you are so #sexy, so #delicious!', 'You have the most amazing #Booty, your #smile,#tits, shave #pussy, #As.",0
.Good shit she replied with a PUSSY MASSAGE VIDEO ?? I was scared to death that she would share my dick on social med.,0
spike ring with blackwork by #Craeven #Amsterdam #Handmade via .Etsy so when the shit comes down are y.,0
"realDonaldTrump WTF All those that want to see a Photo of Trump in Post Office!', 'Here is an Idea You Pit.",0
.Tell me why Steve was an asshole in season one and I will respond explaining why you are wrong..,0
"Iwan numerous other cast members have also said he?s an asshole outside of it too.', 'guess it ju.",0
"I?m tired of society?s ?everyone is perfect just the way they are? attitude.', 'F*** that.', 'Be honest with yourself.', 'If you?re a.",0
"I've reread the thread this all began with."", 'I do hope you can come to understand how dis.",0
.Attn #wrestlers attending .wrestlecon Be cool to one another Don?t be an asshole If you don?t like some douchebag j.,0
.Not with this resting bitch face.,0
.I was gonna try to walk but I suffer from chronic back and knee pain so like lol maybe don?t be an asshole to your.,0
He is making it so that supporting him means you are either an asshole or an Irish asshole* at this point.,0
" Thank you for saying it.', 'People are dumb for thinking that ""it\'s just an act"" so much.",0
"hey!', ""just a reminder, cis people, absolutely no one is expecting you to have sex with someone you're not physically attract""]",0
"If you are trying to stop golden rice you're an asshole."", '#GoldenRice.",0
".Because like you, he is an asshole!', 'But, you want have to worry about that much longer because we are going to vote.",0
You have free speech but but if you use it to be an asshole people are going to have an opinion on it.,0
"I hope I'm wrong."", 'When you complain about players on a team you support that everyone jump.",0
"ey #FWA2018 congoers!', 'Tip your FUCKING servers and your hotel staff.', ""If you don't, you are an asshole 100000% no excus""]",0
"..DLoesch again, no one has a constitutional right to a six-figure position writing for the atlantic..",0
And obviously they do know what thier r.,0
".If someone tells you in the strongest of terms that they are an asshole, you should strongly consider believing them..",0
"To sum it up: ""I\'m on twitter, but I only want to hear opinions similar to mine.', 'I hate about half of the americ.",0
"realDonaldTrump It doesn?t read that and the fact that you are trying to rewrite it is a laughable joke.', 'You are path.",0
" Who the hell is he ??', 'What about justice Loya ,Godhra and Tadipar Amit Shah ??', 'Suhel is.",0
"Yet here you are because it?s all you have.', 'What does it feel like waking up knowing yo.",0
".HillaryClinton Does it make you feel like a bigger person to insult others?', 'I think it probably does b.",0
"You mean your raping of US Citizens, right?', 'Who in the hell do you think you are?.",0
"WOW NICE ONE!!!!', 'haha get a life and stop making online jokes behind a screen.",0
".You are a worthless piece of shit if you make ANY type of suicide joke towards someone, KNOWING damn well they atte.",0
realDonaldTrump The people are given the power to ABSOLUTELY be in control of this of.,0
Can?t be more ashamed than you are being a smaller European club than Notts Forest ????Enjoy playing catch.,0
"Wow, so on a very technical basis you and .vice are not actually in the wrong.', ""It's a pity that by""]",0
".The world is just better of without me.', 'You all are better of without this worthless piece of shit ??.",0
".I am secretly an absolute idiot.', . if you are too..",0
".It doesn?t feel like a ?day job? when you get to be an idiot with your mates!', 'Check out everything that happened be.",0
".""If Pres.', 'Obasanjo tells you that this govt.', 'is corrupt and failed you will agree but if Gov.', 'Ayo Fayose or Chief F.",0
"Why are coworkers always tryna add you on social media?', 'like if I?m calling out and I can?t come in cause there?s an emergency a.",0
"Paul you are the joke my friend.', 'Just because someone suoports Trump doesnt mean they.",0
You?re an idiot if you think the Rams didn?t already h.,0
" I?m far from an expert and I don?t know all the facts.', 'However, I do know that anytime the pol.",0
.I MARAH SGT SBB I LAPAR SO FUCK ALL THE IGSHOPS WHO DO THAT ORG YG BELI PUN SAMA JE WHY WOULD U PAY SOMETHING TWICE.,0
"Tim McCarver is an idiot.', '?If you can?t pick it up 2-0, you know the pitcher is throwing hard.', 'How are you gonna pi.",0
"me, an idiot: this piece gives a broad overview of how to finance some social housing using evidence from actually exist.",0
" I am secretly an absolute idiot.', . if you are too..",0
"..realDonaldTrump Do unicorns poop rainbows in your alternate reality?', 'The caravan was broken up because there was n.",0
" I?m far from an expert and I don?t know all the facts.', 'However, I do know that anytime t.",0
"The statute of limitations are up #melissaschuman.', 'If you?re trying to copy Nicole Eggert she claims she was underage w.",0
"If you think that illegals aren't a threat, you are an idiot."", 'One only needs to look at the European countries to k.",0
people seriously say its bad compared to the older stuff im like are you an idiot.,0
"You are you not fit to be a judge to criticize chicken rendang Malaysian true cuisine,you make yoursel.",0
"Erm, Jugs - you seem to be missing the biggest game of the week: Arsenal against the Russian team nobody's heard of",0
".Another smear aricle on Vice by that stupid pissant .realWillNardi.', 'Will- I am vastly more intelligent, handsome, a.",0
.Things nobody cares about on your Snapchat/Instagram story: - Your meal - Your workout - How perfect your BF is -.,0
Just block - the only people that care about your opin.,0
"idk why y?all come on here with y?all opinions about people who smoke weed.', 'literally nobody cares about what you have to say.",0
"Earth Signs: lmao everyone?s so fake, nobody ever asks me how I feel.', 'No one even cares about me Someone: hey, are you.",0
"Kimberly, nobody cares about the British royals!', 'Please stop!', 'Thank you..",0
"Nobody cares about Stormy Daniels.', 'It?s g.",0
Met niggas in jail riding like 18year birds and 4 years down their sentence nobody cares about em... so think about what yo.,0
" We love how you in the MSM are harping on stories nobody cares about.', 'Keep it up..",0
"Man's life : When you?ve a problem."", '""Youve got a problem.', 'Nobody cares.', ""Don't talk about it fix it yourself youre a",0
".It was first explained to me that rich people had a right to be assholes because they?d earned it.', 'Bullshit.', 'Nobody.",0
"Just got your notification.', 'Please.', 'For the Love of God...nobody cares about your over a decade old story!', 'E.",0
"Nobody in Memphis cares.', 'You should worry about Coach Cal getting all that talent and wasting it..",0
.Can?t stand people who constantly talk about how they?re ?doing them? + they?re ?focused on themselves? or ?making.,0
America is so fucking cold cunt.,0
".Karma is really dishing out on some people this year and I couldn?t be fucking happier, serves you right ye cunt.",0
".what stupid cunt designed the obby to get to the fifteam egg.', 'TOO.FUCKING.DIFFICULT.', 'omg.",0
"GlennCarroll1 .PaulDollery Good lad Carroll ?? Fucking rage in the cage, nicely placed props and cameras.........a.",0
if you ever call poppy a bitch again I will mario.,0
"My cousin was verbally attacked by this man.', 'He started his abuse on a young Sikh girl who wore a turban, he physically ass.",0
.probably not gonna get my food anytime soon because the driver is a fucking cunt so might take a fat nap or some shit idk.,0
"Khabib and his crew try to jump .TheNotoriousMMA guy .RusHammerMMA yesterday.', 'Conor grabs 20 buddies jumps on.",0
"Bye yes, AND I FUCKING DARE YOU TO CALL MA.",0
.nude egypt girls teen cunt fucking.,0
".See if I?d wanted to type ?duck? instead of ?fuck? I ?fucking? would?ve!', '.Apple , stop trying to PG my messages and.",0
".My mom is fine, I got someone to help me but the moral of this is don?t be a fucking cunt..",0
" Video from inside the City bus at Anfield.', 'City coaching staff saying it as it is and what we?re all thinking??????????? ?Fucking.",0
.cool my dad was a fucking cunt to my therapist.,0
Khabib would fucking murder the pikey cunt.,0
10 years gun 5 years knife No fucking about with half sentences and shit No cunt will hold a weapon for their mates....,0
.Getting ready at someone else?s house is so fuxking stressful have to pack like 10 fucking outfits incase the plann.,0
".I really want to comment to Mr ?I?m fucking up the Welsh people? Cairns but the cunt has blocked me!', '#severnbridge.",0
If Thanos call T'challa a Nigger with that Hard ER we flipping the theater Clean the fuck over..,0
"Here it matters.', 'Not dude to skin color, ok my bad, b.",0
"I'm logged on again, man folks really tripping over this old dude...can we at least wait until he dr""]",0
".""I\'m allowed to insult you as much as I want to but if you say even one negative thing about my personal characteri.",0
".I have to control my mother.', 'She really said, ?HOW DO YOU SPELL NIGGA? and I said ?N-I-G-G-A? and she goes ?then wh.",0
Am a short nigger like yall man ????.,0
"My boyfriends phone died so he texted me from his homeboys phone to let me know and tell me goodnight.', 'His.",0
 Imagine he needed another nigger to help him win a title mxm Brock Lesnar did it one man.,0
 the fact that u ha.,0
"""Connor"": i got ditched &lt;14:05:28; ""Connor"": by my friiends &lt;14:05:32&gt; ""Connor"": and my rank is gone &lt;14:05:56&gt; ""C.",0
"CLASSIC HITS UK just played - Sly &amp; Family Stone - Sly &amp; Family Stone - Don't Call Me Nigger, Whitey",0
if you defend someone saying nigger you?re just as racist as them so go to hell.,0
 I'm not fake anything. Keep pretending being above it.,0
Nigger got his ass whipped by Kurt Angle ??????.,0
"[""Stack 'm up bitch stripper pole brick this nigger whip""]",0
Punch a nigger.,0
.I don?t got no problem but U ain?t No man I need u Ain?t no man I see... u ain?t no Man around me... my white bitch.,0
Buggin Django is hot fire but this hateful 8 shit had me thoroughly confused as to how he made such a m.,0
"How do you feel that RDJ did blackface in tropic thunder?', '? he?s an honorary nigger.', 'he had everyone thinking he was blac.",0
".What if u throw a NIGGER 3310 on a Volvo 745?', 'Both indestructible!.",0
". .DecolonialBlack: Black council member: ""we have great race relations in this town"" So why did the white council members sit silent when.",0
.Imagine if she says the same on her side nigger ????.,0
". .pilotwilliams2u: My mom asked me what ""JDMLOL"" mean and I told her.', ""She said that's not right because I would get offended if someone m""]",0
..KhutsoM. Nigger killed his whooole family what a dick!.,0
"[""RT .liIyurivert: 2. y'all asking for a fight then get mad and start saying 'nigger' then wonder why your ass is getting beat""]",0
"["".Bgbiskite .EdubEsq .JollyGood.Fella .thedopestdavid .TheRoot Because this white lawyer doesn't think being called""]",0
..5ile. or being a nigger.,0
.record on my beats nigger.,0
". .UF2: Left has already established a moral justification for deploying violence against wrong-thinkers.', 'If one is black and kills someon.",0
..RepublicanNBA .manalarba Wtf are you doing nigger.,0
.well what I predicted happened &amp; I got called a fag.,0
"[""I swear, I can't be around this family anymore."", ""My shit goes missing and fuckers act like they don't know what I'm""]",0
". .fattydaddy7: Just had a flashback to August, 1989.', 'I was in Hamburg, Germany and had a hooker pull my shirt over my head hockey fight s.",0
"..PaulSmithJnr What a sportsman he was, loved watching him on stage as kid, pint and fag in his hand, magician.",0
"..spann What happened to manners .', ""Someone momma didn't teach right ."", 'Talking to a man who shows us the weather re.",0
..emmacau97 Stoooppppp best part the big fuck off lynx bottle lighting the fag???? what a women.,0
"[""Earl k' Sneedy hits Women but also is beating women what a idiot fag""]",0
"..WingsScotland White paper was a revolving door, in that it gave you a Window into what could be possible,it also g.",0
"["".CelestialSoph .gibgirl1963 .Legit.Fag Interesting ..what's it about &amp; do you have a title yet?""]",0
.What About A Sissy Massage ..Like If You Dream Or Retweet If You Want #tgirl #tranny #transgender #sissy #fag.,0
".Okay before anything yes I am gay , boujie and a fag lol call it what you want .', 'But this happen when I first came.",0
"..bbcpointswest Just as well it shut, pouring in a tub of coco with a fag hanging out his mouth.', 'I dread to think ot.",0
"..Legit.Fag Lol ..I do that a lot.', 'What is it they say about people who talk to themselves???.",0
"["".FagConnor I'd RT, but between being a fag AND being actively opposed to Islam, saying that Allah is gay would prob""]",0
".So you were at a Gay Bar?', 'That could mean 2 things, your ethier a tranny, or a Fag Hag..', 'It sounds like from what y.",0
Well what she knows you can get it on the back of a fag packet if your stupid enough to still smoke..,0
Yeah mate you must get in so many fights you fucking hard nut what you fighting for the end of a fag down the pub you bum.,0
"I thought they still id'd as aroace so i was worried, bc if someone uses the""]",0
"Now after a Fag break, a girls got to do what a girls got to do:-) see what I do !!', '.BrightonD.",0
they just changed the meaning of what illegal border crossing is under Obama same w.,0
"*BESIDE.', 'Like imagine thinking that?s acceptable.', 'Bc of a letter at the end.', 'Straight ppl next week gonna be saying ?well i.",0
.Lunch & then the gym &amp; I haven?t even had a fag today &amp; where is kirsty what have you done with her..,0
".I really take it as a vast insult if a nigga asks me to fuck him!!!', 'Like what rubbish is that ???????? listen here fag I only eat pussy!!!.",0
Let's give these Nutella filled donuts a shot to be anything important like a party leader because he has his arm around his gf what a fag,0
"realDonaldTrump It just isn?t bad first off, and secondly do you ever hear.",0
".car broke down .', 'rang rac they come out and sent some old bloke who should be in a oap home he told me what was wro.",0
".Yeah, I\'m a ""fag,"" I\'m the real deal ""dyke"", a ""filthy"" homosexual.', 'Get the fuck over it you megalomaniacal idiot..",0
"Society - Everything beautiful Society - Don't eat though, You don't want to get fat Society - You don't eat?"", 'Fucking.",0
".This guy writes amazing sexy as fuck stories.', 'This one is about a pill that turns you from whatever fat fuck you?re.",0
rant ~ ? -practice makes me suicidal -I hate people who are cocky -if you say you're going to do something and pro,0
"Have you been surprised by how many men are viciously attacking the woman, calling her a slut and a liar and baying for h.",0
"If you tell me you want to ""hang out"" and then I message you asking when, and I get a response from some fat ugly d.",0
"RT if you've ever been called any of these names, but you've realized THAT BITCHES AINT SHIT!!"", '-ugly -emo -anorexic -wh.",0
".If you insult people by saying they?re fat, ugly, a whore.', 'You?re showing how dumb you are.', 'Physical appearances?', 'D.",0
" Lol i think you are the ones calling me a retard, etc..",0
"Nah.', 'Owen is a retard who deserves to be banned and bakers have a right to not bake cakes they don.",0
".If you are a Momentum moron don?t spoil your Left Wing doctrines with facts.', 'Poor little career burglars with such.",0
"how are injuries an excuse????', ""it's literally a fact, we didn't have some of our best players."", 'play u.",0
" if by ""savage"" you mean a fucking retard, then yes, you are correct.",0
".mind you, i was talking shit about Philadelphia winning championships.', 'His response is ""we are all the same"" which.",0
..realDonaldTrump You are literally the definition of a retard.,0
"Dude, I'm canadian as well."", ""Unless you are covered somehow, then it's not free."", 'Google.",0
".If you define yourself in #political #opposition to the #left or #right.', 'You have created a #game you can never.",0
"Would you kindly note that ""retard"" ",0
"You slow retard Just made my point.', ""without Kyire Hurtvin trade Cavs won't have gotten youn",0
"Message to this retard so so-called invester what are you going to do when it surpasses over 20,000 your peop.",0
"Are you dumb?', ""Don't you get it?"", 'Want to know why my merchant acco.",0
Awkward moment when you are on the street in your own world talking to yourself but you notice people around you so you.,0
"if you are such a 2A guy, why haven't you had anybody who is also a 2A person",0
"realDonaldTrump All we need to know is the you are another POS Brown, just like yo.",0
"Big difference between a libtard and a leftist/liberal.', 'If your viewpoint opposes mine, you?re.",0
 I?m assuming you?re looking for a different answer than because she committ.,0
"We both have different opinions of each other.', 'You think that I am an ignorant libtard who is an "".",0
"quit limiting my account without an explanation.', 'You are just censoring me with out justification.",0
" How so?', ""you don't think someone who called someone the f word and a libtard and an ahole sh""]",0
"you're a Traitor to the country!"", 'I hope Trump sends in the troops and.",0
 You mean like how the conservatives label everyone not to their liking as a RINO or a.,0
"you are pathetic!!', 'How dare you say you won?t deploy our national guard.', 'Your immediate resignation.",0
"400 & sum change in followers, creates an account mocking someone else while hiding it.",0
 Also why haven't you dismissed my argument and called me a russian bot ye,0
It is hysterical that every time you call a libtard a libtard the cl.,0
"seanhannity Creative there Kermie, I've only seen that GIF a couple thousan",0
 A hate filled leftist #libtard attacking a Parkland Survivor .Kyle.,0
If you can spin this attempt at salvaging their elsction hopes into anything else......,0
You good fugly.,1
"That Fugly lib slobs T-shirt message is so unnecessary!', 'All men would ce.",1
"This girl is the nastiest skank bitch I've ever met."", 'Do not trust her.', 'She is a fugly slut.",1
"Hard pass?', 'You must be used to hearing that, you fugly bully...",1
"The fuck happened to that guys chin?', 'I asked for a selfie, not Worms 2!', 'Fugly mofo.",1
.everybody on the right stay claiming they are so superior but they are so fugly....how are all of y?all so ugly AND.,1
.Lookin real fugly.,1
"That's one fugly bitch!"", 'All that $$$$ and he looks rode hard and hung to dry!.",1
She?s a fugly pos.,1
"Oh, I know.', 'That guy is a dick.', 'People in Nashville have been pissed at ole boy since the fugly as.",1
"Good grief.', ""it's not even edgy, it's just fugly.""]",1
".""You\'re fat (and fugly, let\'s be honest)"" tell me something I don\'t know.', ""I've been like that my whole life, I'm fu""]",1
"Your attributes below: Miserable Fugly Bitter Demented Bitch.', ""D way u r tuing ur bf down Oops u don't""]",1
gawd.. that Lisa is fugly.,1
Fugly.,1
He's fugly... fuckin' ugly inside and out.,1
.Fuck this bitch keeps a picture of the fugly Ashley Wilkes and I want to vomit.,1
"DONKEYS!!!!!', 'From best uniforms to fugly orange and blue!', 'Good riddance.', ""Gruden doesn't tolerate nonsense.""]",1
"Uhhh, he's fugly."", '??????.",1
.What?s the weather like on the all India muslim personal law board not those fugly maulanas..,1
".i miss .h0eslovebree fugly booty ass.', 'dont nobody laugh at dumb shit w/ me but her.",1
That fugly pelican too....,1
"All you bitches is fugly, smoking on dope like a junky \U0001f92a.",1
?I?m gone fight you when I see you...?.,1
Dont try n add me to ur dumbass liberal lets start a revolution fb page fuck you lol like umm no thank u yall stupi.,1
"Good luck, you insufferable dumbass.', 'I really hope jerry brown makes it hard on trump like he?s been doing so far..",1
".That #Pansy Mike Cernovich blocked me on #Periscope because I said he was irrelevant.', 'Here are my tears, Mikey... #DumbAss.",1
Quote tweet this you dumbass.,1
"oof shut the fuck up, i going to sleep, bye problematic dumbass !!!!.",1
What a dumbass unreal man !.,1
"""I\'m never going to whoop my kids"" You gone reconsider when your 3 year old is suplexing your dumbass throughout the k.",1
"..DLoesch You arent the majority dumbass.', 'Read a paper idiot..",1
It was called Tomb Raider dumbass..,1
 Poor was photoshopped dumbass.,1
"Dude shut the fuck up.', 'Honestly.', 'You?re so boring.', 'This ?trolling? is obsessive.', 'The last time a man t.",1
"..DLoesch is this a human being, a homo sapians?', 'Could it be rather a specimen of dumbass bitcheness!.",1
.such a dumbass bitches.,1
hence thats why it says ?for the next five days? dumbass.,1
Don't ask me dumbass questions if you don't want a smart ass response,1
.Dumbass Dodie..,1
ur a whole dumbass who tf in their right mind would say this to you of all people.,1
".realDonaldTrump Nothing dumbass Trump says makes any sense.', 'His I.Q.', 'must be off the charts ? in the wrong direction..",1
Dumbass pathetic pig needs to rot.,1
What world does this dumbass live in?.,1
You are the threat you dumbass.,1
".Hey!', 'This guy smells like a Canadian!', '(just a joke for you dumbass snowflakes).",1
Check the dates Dumbass !,1
"Ya WTF everyone does it 2018 dumbass and it's AW""",1
you used the r word when trying to tell me im uneducated im wheezing just leave dumbass im over this argument.,1
"I prefer to call you a #dimwit.', 'Dumbass is a bit harsh.', 'Inbred knuckle dragging mouth breather would.",1
You can keep your jeans and heels on you fucking bimbo cause once I'm done fucking your tight ass open I'm throwing your,1
we?re the same height Dumbass.,1
"You're a dumb ass 15 year old kid you know literally nothing about morality or ethics."", 'Go ask your mom what.",1
"you dumb fucks sort your game out, I keep freezing and dying from fall damage.",1
They lived in wakanda dumb ass.,1
Doubt it the bloke lives in Britain.. so I guess that makes you a prejudice cunt?.,1
.italian chabby fuck blogspots homosexual prejudice.,1
".Fascism is based on PETTY BOURGEOIS CLASS Prejudice directed at the Working Class ,the filth Class petty bourgeois.",1
"Prejudice breeds malcontents, you sorry fool....",1
.Hahahahha ?white people?... that is all at least LOOK like ur unbias and not prejudice #ufc223.,1
"WHY = PURE FILTH protect the name ""KENNEDY "" hey the Lower class woman so much trash ,see the stench of CL.",1
"Let me assume that I'm wrong about your prejudice and, as a serious journalist, you are actually will",1
"The only thing you're ""politicizing"" is your extremy low IQ, buddy. Im so sorry for you",1
Literally retarded.These shooters are rarely if ever NRA members. This is just the easy boogeyman for the low IQ,1
".jimmykimmel Did you forget she speaks 5 languages? How many do you speak? Maybe Spanish, but with your low IQ,]",1
The low IQ crowd of ;T strikes again..,1
Attorneys: Brandon Teena's murderer's IQ is Too Low to Execute,1
.realDonaldTrump Wow you are ridiculously low IQ.,1
 Oh really? Or is that just who your low IQ media deems worthy of coverage?.,1
And the award for the most low IQ tweet of he week goes to....,1
"Considering he is an anti-#2A Republican, he isn't getting anywhere near the presidency.Also, he has a low IQ. Bigly time..",1
Nor for their low IQ. Have someone help you with this. Muslims are ever race..,1
realDonaldTrump Fake News Fox& Friends sent him off the deep end w/their erroneous reports of caravans of illegals heading,1
"Nice of you to use your imagination like that, but the ""so you're Saying"" nonsense doesn't get any cre]",1
Good. Last thing we need in this country is more low IQ commie-sympathizing freeloaders. This still took too long,1
WOW....what a low info low iq piece of shit! ,1
I swear some people iq is insanely low',1
